Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
AFSC-01,9082a70e43984a1cb395e7c16882ceba,2025-12-09T01:14:44Z,2025-01-31T07:08:49Z,Windows,Windows 11,Workstation,10.132.53.158,110.164.235.151,28-c5-c8-7c-8c-ad,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",AFSCPC-01,"Recommended policy
03 Apr 25 04:08 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 01:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 07:14 UTC"
AFSC-010,4c35e09a195b49f48b0d4e2a4d19f568,2025-11-26T09:19:35Z,2025-01-24T04:56:26Z,Windows,Windows 11,Workstation,10.132.3.7,83.118.88.66,d0-f4-05-38-21-ca,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",kriangkrai.r,"Recommended policy
29 Sep 25 17:50 UTC","uninstall
14 Oct 25 02:21 UTC","platform_default
21 Apr 25 02:33 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jan 25 04:59 UTC"
AFSC-011,873ba6ad2f7a4e868f16f7942d23eedc,2025-11-06T08:12:21Z,2025-11-06T02:22:01Z,Windows,Windows 11,Workstation,10.132.5.14,83.118.88.66,d0-f4-05-38-26-95,7.28.20008.0,Client,"SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",thaweesup.b,"Recommended policy
06 Nov 25 02:31 UTC","platform_default
06 Nov 25 02:36 UTC","platform_default
06 Nov 25 02:25 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Nov 25 02:26 UTC"
AFSC-012,db1ba7aee3bb406a9b6dd05266cd5d6f,2025-12-08T08:32:01Z,2025-01-24T04:51:28Z,Windows,Windows 11,Workstation,10.132.45.13,110.164.235.162,d0-f4-05-38-29-46,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",tharittiya.b,"Recommended policy
29 May 25 02:56 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
21 Apr 25 01:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jan 25 04:55 UTC"
AFSC-014,a899ca5dffbe48ceb5a317794dc32f29,2025-11-14T05:49:27Z,2025-01-24T05:08:37Z,Windows,Windows 11,Workstation,10.132.10.4,83.118.88.66,d0-f4-05-38-23-87,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",smarn.n,"Recommended policy
03 Apr 25 00:19 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
21 Apr 25 01:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jan 25 05:11 UTC"
AFSC158,c0d18df72a2a41779ca9cf0296df993e,2025-12-09T01:58:38Z,2025-01-30T06:34:47Z,Windows,Windows 10,Workstation,10.132.21.29,171.7.85.253,48-4d-7e-c2-93-92,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User_Pc002,"Recommended policy
03 Apr 25 02:34 UTC","uninstall
08 Oct 25 04:03 UTC","platform_default
17 Apr 25 06:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 06:39 UTC"
AFSC173,aadbb37e0b16461cb48f5d337f0cae3e,2025-12-09T01:46:29Z,2025-01-30T04:38:55Z,Windows,Windows 10,Workstation,192.168.2.38,27.145.147.96,48-4d-7e-c4-08-f2,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User_Pc002,"Recommended policy
02 Apr 25 10:17 UTC","uninstall
09 Oct 25 02:13 UTC","platform_default
17 Apr 25 01:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 04:46 UTC"
AFSCPC-02,18c3ec8290c7416d9f0d65f8513f6d25,2025-12-09T01:47:54Z,2025-01-31T07:17:23Z,Windows,Windows 11,Workstation,10.132.53.221,110.164.235.138,24-6a-0e-7e-47-8d,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",AFSC-02,"Recommended policy
03 Apr 25 01:51 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
21 Apr 25 01:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 07:20 UTC"
AOR,8b127f458a3f4e2496d22111e6534131,2025-12-09T01:38:22Z,2025-02-04T04:09:43Z,Windows,Windows 11,Workstation,10.100.124.117,1.179.227.138,e8-d8-d1-c9-b2-68,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",sdpd,"Recommended policy
05 Apr 25 04:31 UTC","uninstall
20 Oct 25 04:08 UTC","platform_default
21 Apr 25 01:35 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 04:13 UTC"
AP-PC,67878459ff8c4e5e8c56f6a8a724e703,2025-12-09T01:46:33Z,2025-02-07T03:55:26Z,Windows,Windows 10,Workstation,10.104.128.136,110.164.235.151,44-37-e6-e9-24-58,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ndsi,"Recommended policy
02 Apr 25 22:37 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 00:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:59 UTC"
ASM2024,5fb2de4a57d54280a92c0d6aaad1e195,2025-12-01T14:41:01Z,2025-01-23T07:32:22Z,Windows,Windows 11,Workstation,10.134.255.110,49.229.206.151,00-09-0f-aa-00-01,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",ASM2024,"Recommended policy
14 May 25 13:40 UTC","uninstall
28 Sep 25 02:39 UTC","platform_default
07 May 25 08:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Jan 25 07:35 UTC"
AUN,d70b4564cd7a48d1adf304dc1e46ff3d,2025-12-08T08:50:53Z,2025-02-06T03:57:53Z,Windows,Windows 10,Workstation,10.134.111.228,110.164.235.145,00-25-64-95-49-30,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User,"Recommended policy
03 Apr 25 01:55 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
17 Apr 25 01:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:03 UTC"
AUNCHAREE-GAD,f99b7240835741018709ad1c4b3340cf,2025-12-09T02:01:02Z,2025-01-21T07:07:52Z,Windows,Windows 10,Workstation,10.104.103.188,1.179.227.137,e8-40-f2-ec-70-9f,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J2-J-B0-fl3,SensorGroupingTags/Insite,SensorGroupingTags/Client",User,"Recommended policy
03 Apr 25 01:04 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
17 Apr 25 00:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jan 25 07:11 UTC"
BAGWELL2,e77b93461cef4897a7bc006a46fc60ea,2025-12-09T01:59:22Z,2025-02-07T06:00:01Z,Windows,Windows Server 2016,Server,10.141.98.61,1.179.227.142,00-0c-29-f3-c9-09,7.26.19811.0,"Client,uninstall-group,window-server-rtarf","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",Administrator,"Detection Only
02 Apr 25 10:25 UTC","uninstall
24 Sep 25 02:32 UTC","platform_default
17 Apr 25 00:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 06:02 UTC"
BAGWELL4,9fbad04b5bb640d6b43503e17f167012,2025-12-09T01:49:48Z,2025-02-07T06:02:11Z,Windows,Windows Server 2016,Server,10.141.98.63,1.179.227.144,00-0c-29-27-7c-cf,7.26.19811.0,"Client,uninstall-group,window-server-rtarf","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",Administrator,"Detection Only
02 Apr 25 10:48 UTC","uninstall
24 Sep 25 02:27 UTC","platform_default
17 Apr 25 00:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 06:07 UTC"
BAITOEI,4cfaa4721e5d41b7bcaef6ee238b38b8,2025-12-09T01:59:06Z,2025-02-10T03:25:16Z,Windows,Windows 11,Workstation,192.168.0.137,125.25.144.23,d8-c0-a6-58-c5-5b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",salapao,"Recommended policy
07 Jun 25 20:02 UTC","uninstall
09 Oct 25 04:51 UTC","platform_default
17 Apr 25 04:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Feb 25 03:31 UTC"
BEER,30e1342dbfae4624aacbfb24a29a3212,2025-12-09T01:58:00Z,2025-02-11T03:53:56Z,Windows,Windows 10,Workstation,10.133.227.67,202.28.212.70,c4-65-16-23-ba-a9,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/jwc-O11,SensorGroupingTags/Outsite,SensorGroupingTags/Client",max,"Recommended policy
03 Apr 25 01:23 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
21 Apr 25 04:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Feb 25 03:57 UTC"
BENZ_KTK,de3758f66e0943fea381e3a3d3050140,2025-12-08T09:19:31Z,2025-02-10T02:28:29Z,Windows,Windows 10,Workstation,10.130.208.246,110.164.235.161,94-c6-91-6a-5a-54,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",Infantry Division,"Recommended policy
03 Apr 25 05:41 UTC","uninstall
09 Oct 25 07:07 UTC","platform_default
17 Apr 25 02:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Feb 25 02:37 UTC"
BIW-COE-DESKTOP,8234cb3571214707b6eac204515fa296,2025-12-08T07:24:02Z,2025-05-26T02:36:27Z,Windows,Windows 10,Workstation,10.141.71.152,1.179.227.153,98-90-96-ba-09-41,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",COE-ADMIN,"Recommended policy
26 May 25 02:45 UTC","uninstall
24 Sep 25 02:40 UTC","platform_default
26 May 25 02:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 May 25 02:41 UTC"
BOONYANUCH,b87a9c2e1c924d9eb148da788bf01788,2025-12-09T01:38:41Z,2025-01-23T06:18:40Z,Windows,Windows 10,Workstation,10.104.200.213,1.179.227.154,c4-65-16-23-13-bd,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",RTARF,"Recommended policy
03 Apr 25 00:49 UTC","uninstall
25 Sep 25 01:05 UTC","platform_default
21 Apr 25 02:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Jan 25 06:20 UTC"
BROTHER220,543b126306eb405ab92bcbbb29306676,2025-12-09T01:58:48Z,2025-02-06T04:41:09Z,Windows,Windows 10,Workstation,192.168.137.1,110.164.235.144,00-1b-77-0c-28-7b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Orz,"Recommended policy
03 Apr 25 01:03 UTC","uninstall
09 Oct 25 07:01 UTC","platform_default
21 Apr 25 01:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:44 UTC"
BUDGET-2702,32ae27bd1ce54657af8835bb4f44dc07,2025-12-09T01:52:43Z,2025-02-10T03:34:09Z,Windows,Windows 10,Workstation,10.130.208.156,110.164.235.147,98-ee-cb-63-8c-c4,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",a,"Recommended policy
03 Apr 25 07:19 UTC","uninstall
09 Oct 25 04:07 UTC","platform_default
18 Apr 25 02:28 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Feb 25 03:34 UTC"
BUDGET2,839a860303a24aa0a7772871a51b29c5,2025-12-09T01:57:35Z,2025-01-24T03:21:21Z,Windows,Windows 10,Workstation,10.104.125.52,1.179.227.153,04-0e-3c-31-a0-43,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/oia-J-B4-fl34,SensorGroupingTags/Insite,SensorGroupingTags/Client",RTARF,"Recommended policy
03 Apr 25 00:59 UTC","uninstall
03 Oct 25 02:14 UTC","platform_default
17 Apr 25 00:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jan 25 03:25 UTC"
BUDGET3,2f185bf7c3414f86b0b27642059296ad,2025-12-09T01:39:55Z,2025-01-24T03:24:21Z,Windows,Windows 11,Workstation,10.104.125.55,1.179.227.156,b0-5c-da-f3-7b-f5,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/oia-J-B4-fl34,SensorGroupingTags/Insite,SensorGroupingTags/Client",OIA-Laptop,"Recommended policy
26 May 25 01:05 UTC","uninstall
03 Oct 25 02:11 UTC","platform_default
18 Apr 25 05:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jan 25 03:26 UTC"
BUTTEREIEI,57978ae234da4f40bd70ee0673f45252,2025-12-09T01:42:14Z,2025-02-07T03:46:51Z,Windows,Windows 10,Workstation,10.133.221.57,110.164.235.142,44-37-e6-e9-23-fe,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ndsi,"Recommended policy
03 Apr 25 01:58 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 01:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:49 UTC"
C03010312126072,7a10198ba7004262835370ad9bb7cfff,2025-11-25T08:29:14Z,2025-06-23T08:04:10Z,Windows,Windows 10,Workstation,10.104.126.80,1.179.227.137,94-c6-91-6b-44-c0,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/oig-J-B6-fl78,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
07 Jul 25 02:27 UTC","uninstall
02 Oct 25 03:01 UTC","platform_default
23 Jun 25 08:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Jul 25 02:19 UTC"
C03010806205012,2c1c5897a12c43f7905520adcc565253,2025-12-03T08:40:54Z,2025-02-14T02:28:05Z,Windows,Windows 10,Workstation,10.134.77.140,1.179.227.153,b0-83-fe-ae-6f-57,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/oce-J-B11-fl123,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
09 Apr 25 03:15 UTC","uninstall
09 Oct 25 04:15 UTC","platform_default
22 Apr 25 02:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Feb 25 02:31 UTC"
C03010903195146,ee03034e679e46fe874750c5965b018f,2025-12-09T00:42:45Z,2025-02-05T08:33:24Z,Windows,Windows 11,Workstation,172.10.12.74,125.24.252.10,64-6c-80-5a-96-5f,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",rdpscc,"Recommended policy
03 Apr 25 01:40 UTC","uninstall
09 Oct 25 06:01 UTC","platform_default
21 Apr 25 07:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 08:34 UTC"
C03010903195180,34150e44c63e4d29882f7b9521865ba1,2025-12-08T10:28:19Z,2025-02-05T06:49:51Z,Windows,Windows 10,Workstation,10.104.195.244,110.164.235.159,c4-65-16-23-17-d2,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",rdpscc,"Recommended policy
08 Apr 25 02:41 UTC","uninstall
09 Oct 25 07:49 UTC","platform_default
17 Apr 25 01:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 06:54 UTC"
C03010903195198,e8fdbc983ff2427797a00b0fb353ea46,2025-11-28T09:21:01Z,2025-05-14T03:19:28Z,Windows,Windows 10,Workstation,10.143.23.103,110.164.235.129,18-d6-c7-1a-7b-3b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
14 May 25 03:26 UTC","uninstall
09 Oct 25 07:46 UTC","platform_default
14 May 25 03:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 May 25 03:21 UTC"
C030109195103,7bfc4a49c8564945b855c6b3f32ce255,2025-12-09T01:48:44Z,2025-02-05T07:31:12Z,Windows,Windows 10,Workstation,10.104.195.189,110.164.235.142,64-00-6a-2e-68-29,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",RUNG,"Recommended policy
03 Apr 25 07:22 UTC","uninstall
09 Oct 25 05:45 UTC","platform_default
22 Apr 25 05:15 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 07:32 UTC"
C030109195106,0e75c2fe2c2e4ed5a7a2e50eee8cbe41,2025-12-04T06:55:59Z,2025-02-05T07:35:25Z,Windows,Windows 11,Workstation,10.104.195.182,110.164.235.135,e8-d8-d1-c9-b3-4f,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Jeab,"Recommended policy
04 Apr 25 05:59 UTC","uninstall
09 Oct 25 08:06 UTC","platform_default
01 May 25 01:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 07:39 UTC"
C03071300-207-1,bb4fde52382c4de5be390bf72404de7e,2025-12-09T01:20:28Z,2025-02-10T04:39:19Z,Windows,Windows 10,Workstation,10.108.161.37,110.164.235.149,b0-83-fe-9b-66-18,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",rtarflocal,"Recommended policy
03 Apr 25 04:51 UTC","uninstall
09 Oct 25 03:42 UTC","platform_default
18 Apr 25 02:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Feb 25 04:43 UTC"
C03090303015248,921aafc11909430abd06fa89a1383039,2025-12-07T11:30:43Z,2025-03-25T07:22:41Z,Windows,Windows 11,Workstation,192.168.1.31,118.175.252.5,a4-ae-12-77-ca-81,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",C03090303015248,"Recommended policy
21 May 25 10:48 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
17 Apr 25 01:32 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
25 Mar 25 07:25 UTC"
C03090900035179,6fc1eaf4c2aa4f9881c7856e468c8482,2025-11-06T07:36:45Z,2025-10-15T02:38:22Z,Windows,Windows 10,Workstation,10.133.35.181,110.164.235.150,c4-65-16-23-15-2f,7.26.19811.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
15 Oct 25 02:48 UTC","uninstall
21 Oct 25 02:49 UTC","platform_default
15 Oct 25 02:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 Oct 25 02:48 UTC"
C03090900035180,9d3b273a80fa4695b2f492fd40df6d98,2025-12-08T09:01:07Z,2025-05-12T09:43:49Z,Windows,Windows 10,Workstation,192.168.1.114,49.228.101.52,58-d5-6e-3f-a7-e0,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
16 May 25 06:40 UTC","uninstall
09 Oct 25 02:46 UTC","platform_default
12 May 25 12:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 May 25 12:13 UTC"
C03090900035186,67c4568aa13f48f3a0bd423f889a497d,2025-12-08T14:09:26Z,2025-05-09T06:45:05Z,Windows,Windows 10,Workstation,10.133.35.186,110.164.235.155,b0-83-fe-ad-74-40,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User_Win10x64,"Recommended policy
13 May 25 04:48 UTC","uninstall
07 Nov 25 02:38 UTC","platform_default
09 May 25 06:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 May 25 06:50 UTC"
C03100119162,121d8fc67a694fe38be308acbfba7aeb,2025-12-09T01:55:01Z,2025-01-30T07:33:32Z,Windows,Windows 10,Workstation,10.132.19.100,171.6.129.5,48-4d-7e-c4-99-32,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User_Pc002,"Recommended policy
03 Apr 25 03:47 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
17 Apr 25 02:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 07:37 UTC"
C03100122077,bfbe50386b274dec8a473b388b0b1daf,2025-12-08T08:49:47Z,2025-01-30T04:30:49Z,Windows,Windows 10,Workstation,10.132.22.5,83.118.88.66,48-4d-7e-c3-b4-ac,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User_Pc002,"Recommended policy
04 Apr 25 04:36 UTC","uninstall
08 Oct 25 04:03 UTC","platform_default
21 Apr 25 01:51 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 04:34 UTC"
C03100504013,4cff9f3176754bc2b4e56e53bed89ce8,2025-11-05T08:48:23Z,2025-05-09T01:50:42Z,Windows,Windows 10,Workstation,192.168.1.88,27.145.146.16,e4-fa-c4-31-c9-8e,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
09 May 25 02:14 UTC","uninstall
09 Oct 25 03:26 UTC","platform_default
09 May 25 02:09 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 May 25 02:14 UTC"
C03100504014,d4a555ce5cca49d9bd6703ff7dd88834,2025-12-08T15:36:43Z,2025-01-31T03:52:21Z,Windows,Windows 10,Workstation,10.132.43.171,110.164.235.150,48-4d-7e-c5-d5-de,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/overwatch-detect",User_Pc002,"Recommended policy
02 Apr 25 10:12 UTC","uninstall
10 Oct 25 08:23 UTC","platform_default
21 Apr 25 12:32 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 03:56 UTC"
C03100706020,ca31356eaea745dc9ee2c8f38e07d1f9,2025-12-08T09:40:01Z,2025-06-11T06:10:12Z,Windows,Windows 10,Workstation,10.132.45.199,110.164.235.158,48-4d-7e-c3-a3-87,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/overwatch-detect",Optiplex 3046 Div 5,"Recommended policy
11 Jun 25 06:17 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
11 Jun 25 06:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Jun 25 06:11 UTC"
C03130008112014,cecc9fcc34f44c5797cafe2f1a5c5c0b,2025-12-09T01:48:22Z,2025-02-04T02:46:17Z,Windows,Windows 11,Workstation,10.104.112.14,1.179.227.147,98-ee-cb-cc-97-14,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",FSD,"Recommended policy
03 Apr 25 01:44 UTC","uninstall
24 Sep 25 02:26 UTC","platform_default
22 Apr 25 02:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 02:51 UTC"
C03130008112015,c715ad3226194641859eb4ecb031c0cf,2025-12-09T01:44:05Z,2025-02-04T02:56:32Z,Windows,Windows 10,Workstation,10.104.112.15,1.179.227.148,b0-83-fe-ae-61-9b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",C03130008112015,"Recommended policy
03 Apr 25 01:27 UTC","uninstall
24 Sep 25 02:27 UTC","platform_default
17 Apr 25 02:15 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 02:59 UTC"
C03140006143159,ec81ad19ef26487ca9ee09b00adc16fa,2025-12-09T01:35:26Z,2025-02-06T04:37:32Z,Windows,Windows 10,Workstation,10.134.111.148,110.164.235.141,c4-65-16-23-14-b6,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",RTARF,"Recommended policy
03 Apr 25 01:42 UTC","uninstall
10 Oct 25 02:35 UTC","platform_default
17 Apr 25 01:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:42 UTC"
C03170101128247,2057a651b90943e58fff1d077a19211f,2025-12-09T01:50:39Z,2025-02-07T04:20:40Z,Windows,Windows 10,Workstation,10.133.222.71,110.164.235.146,b0-83-fe-a2-68-bf,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",user,"Recommended policy
03 Apr 25 01:54 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
21 Apr 25 02:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 04:25 UTC"
